RMN,Ar,At,Br,Bt,Cr,Ct,Dr,Dt
R14-M1-N09,R1C-M1-N13,R14-M1-N13,R14-M1-N01,R24-M1-N01,R14-M1-N08,R16-M1-N08,R14-M0-N11,R14-M1-N11
R14-M1-N10,R1C-M1-N14,R14-M1-N14,R14-M1-N02,R24-M1-N02,R10-M1-N11,R14-M1-N11,R14-M1-N08,R15-M1-N08
R14-M1-N11,R1C-M1-N15,R14-M1-N15,R14-M1-N03,R24-M1-N03,R14-M1-N10,R16-M1-N10,R14-M1-N09,R15-M1-N09
R14-M1-N12,R14-M1-N08,R1C-M1-N08,R14-M1-N04,R24-M1-N04,R10-M1-N13,R14-M1-N13,R14-M0-N14,R14-M1-N14
R14-M1-N13,R14-M1-N09,R1C-M1-N09,R14-M1-N05,R24-M1-N05,R14-M1-N12,R16-M1-N12,R14-M0-N15,R14-M1-N15
R14-M1-N14,R14-M1-N10,R1C-M1-N10,R14-M1-N06,R24-M1-N06,R10-M1-N15,R14-M1-N15,R14-M1-N12,R15-M1-N12
R14-M1-N15,R14-M1-N11,R1C-M1-N11,R14-M1-N07,R24-M1-N07,R14-M1-N14,R16-M1-N14,R14-M1-N13,R15-M1-N13
R15-M0-N00,R1D-M0-N04,R15-M0-N04,R05-M0-N08,R15-M0-N08,R11-M0-N01,R15-M0-N01,R15-M1-N02,R15-M0-N02
R15-M0-N01,R1D-M0-N05,R15-M0-N05,R05-M0-N09,R15-M0-N09,R15-M0-N00,R17-M0-N00,R15-M1-N03,R15-M0-N03
R15-M0-N02,R1D-M0-N06,R15-M0-N06,R05-M0-N10,R15-M0-N10,R11-M0-N03,R15-M0-N03,R15-M0-N00,R14-M0-N00
R15-M0-N03,R1D-M0-N07,R15-M0-N07,R05-M0-N11,R15-M0-N11,R15-M0-N02,R17-M0-N02,R15-M0-N01,R14-M0-N01
R15-M0-N04,R15-M0-N00,R1D-M0-N00,R05-M0-N12,R15-M0-N12,R11-M0-N05,R15-M0-N05,R15-M1-N06,R15-M0-N06
R15-M0-N05,R15-M0-N01,R1D-M0-N01,R05-M0-N13,R15-M0-N13,R15-M0-N04,R17-M0-N04,R15-M1-N07,R15-M0-N07
R15-M0-N06,R15-M0-N02,R1D-M0-N02,R05-M0-N14,R15-M0-N14,R11-M0-N07,R15-M0-N07,R15-M0-N04,R14-M0-N04
R15-M0-N07,R15-M0-N03,R1D-M0-N03,R05-M0-N15,R15-M0-N15,R15-M0-N06,R17-M0-N06,R15-M0-N05,R14-M0-N05
R15-M0-N08,R1D-M0-N12,R15-M0-N12,R15-M0-N00,R25-M0-N00,R11-M0-N09,R15-M0-N09,R15-M1-N10,R15-M0-N10
R15-M0-N09,R1D-M0-N13,R15-M0-N13,R15-M0-N01,R25-M0-N01,R15-M0-N08,R17-M0-N08,R15-M1-N11,R15-M0-N11
R15-M0-N10,R1D-M0-N14,R15-M0-N14,R15-M0-N02,R25-M0-N02,R11-M0-N11,R15-M0-N11,R15-M0-N08,R14-M0-N08
R15-M0-N11,R1D-M0-N15,R15-M0-N15,R15-M0-N03,R25-M0-N03,R15-M0-N10,R17-M0-N10,R15-M0-N09,R14-M0-N09
R15-M0-N12,R15-M0-N08,R1D-M0-N08,R15-M0-N04,R25-M0-N04,R11-M0-N13,R15-M0-N13,R15-M1-N14,R15-M0-N14
R15-M0-N13,R15-M0-N09,R1D-M0-N09,R15-M0-N05,R25-M0-N05,R15-M0-N12,R17-M0-N12,R15-M1-N15,R15-M0-N15
R15-M0-N14,R15-M0-N10,R1D-M0-N10,R15-M0-N06,R25-M0-N06,R11-M0-N15,R15-M0-N15,R15-M0-N12,R14-M0-N12
R15-M0-N15,R15-M0-N11,R1D-M0-N11,R15-M0-N07,R25-M0-N07,R15-M0-N14,R17-M0-N14,R15-M0-N13,R14-M0-N13
R15-M1-N00,R1D-M1-N04,R15-M1-N04,R05-M1-N08,R15-M1-N08,R11-M1-N01,R15-M1-N01,R14-M1-N02,R15-M1-N02
R15-M1-N01,R1D-M1-N05,R15-M1-N05,R05-M1-N09,R15-M1-N09,R15-M1-N00,R17-M1-N00,R14-M1-N03,R15-M1-N03
R15-M1-N02,R1D-M1-N06,R15-M1-N06,R05-M1-N10,R15-M1-N10,R11-M1-N03,R15-M1-N03,R15-M1-N00,R15-M0-N00
R15-M1-N03,R1D-M1-N07,R15-M1-N07,R05-M1-N11,R15-M1-N11,R15-M1-N02,R17-M1-N02,R15-M1-N01,R15-M0-N01
R15-M1-N04,R15-M1-N00,R1D-M1-N00,R05-M1-N12,R15-M1-N12,R11-M1-N05,R15-M1-N05,R14-M1-N06,R15-M1-N06
R15-M1-N05,R15-M1-N01,R1D-M1-N01,R05-M1-N13,R15-M1-N13,R15-M1-N04,R17-M1-N04,R14-M1-N07,R15-M1-N07
R15-M1-N06,R15-M1-N02,R1D-M1-N02,R05-M1-N14,R15-M1-N14,R11-M1-N07,R15-M1-N07,R15-M1-N04,R15-M0-N04
R15-M1-N07,R15-M1-N03,R1D-M1-N03,R05-M1-N15,R15-M1-N15,R15-M1-N06,R17-M1-N06,R15-M1-N05,R15-M0-N05
R15-M1-N08,R1D-M1-N12,R15-M1-N12,R15-M1-N00,R25-M1-N00,R11-M1-N09,R15-M1-N09,R14-M1-N10,R15-M1-N10
R15-M1-N09,R1D-M1-N13,R15-M1-N13,R15-M1-N01,R25-M1-N01,R15-M1-N08,R17-M1-N08,R14-M1-N11,R15-M1-N11
R15-M1-N10,R1D-M1-N14,R15-M1-N14,R15-M1-N02,R25-M1-N02,R11-M1-N11,R15-M1-N11,R15-M1-N08,R15-M0-N08
R15-M1-N11,R1D-M1-N15,R15-M1-N15,R15-M1-N03,R25-M1-N03,R15-M1-N10,R17-M1-N10,R15-M1-N09,R15-M0-N09
R15-M1-N12,R15-M1-N08,R1D-M1-N08,R15-M1-N04,R25-M1-N04,R11-M1-N13,R15-M1-N13,R14-M1-N14,R15-M1-N14
R15-M1-N13,R15-M1-N09,R1D-M1-N09,R15-M1-N05,R25-M1-N05,R15-M1-N12,R17-M1-N12,R14-M1-N15,R15-M1-N15
R15-M1-N14,R15-M1-N10,R1D-M1-N10,R15-M1-N06,R25-M1-N06,R11-M1-N15,R15-M1-N15,R15-M1-N12,R15-M0-N12
R15-M1-N15,R15-M1-N11,R1D-M1-N11,R15-M1-N07,R25-M1-N07,R15-M1-N14,R17-M1-N14,R15-M1-N13,R15-M0-N13
R16-M0-N00,R1E-M0-N04,R16-M0-N04,R06-M0-N08,R16-M0-N08,R14-M0-N01,R16-M0-N01,R17-M0-N02,R16-M0-N02
R16-M0-N01,R1E-M0-N05,R16-M0-N05,R06-M0-N09,R16-M0-N09,R16-M0-N00,R12-M0-N00,R17-M0-N03,R16-M0-N03
R16-M0-N02,R1E-M0-N06,R16-M0-N06,R06-M0-N10,R16-M0-N10,R14-M0-N03,R16-M0-N03,R16-M0-N00,R16-M1-N00
R16-M0-N03,R1E-M0-N07,R16-M0-N07,R06-M0-N11,R16-M0-N11,R16-M0-N02,R12-M0-N02,R16-M0-N01,R16-M1-N01
R16-M0-N04,R16-M0-N00,R1E-M0-N00,R06-M0-N12,R16-M0-N12,R14-M0-N05,R16-M0-N05,R17-M0-N06,R16-M0-N06
R16-M0-N05,R16-M0-N01,R1E-M0-N01,R06-M0-N13,R16-M0-N13,R16-M0-N04,R12-M0-N04,R17-M0-N07,R16-M0-N07
R16-M0-N06,R16-M0-N02,R1E-M0-N02,R06-M0-N14,R16-M0-N14,R14-M0-N07,R16-M0-N07,R16-M0-N04,R16-M1-N04
R16-M0-N07,R16-M0-N03,R1E-M0-N03,R06-M0-N15,R16-M0-N15,R16-M0-N06,R12-M0-N06,R16-M0-N05,R16-M1-N05
R16-M0-N08,R1E-M0-N12,R16-M0-N12,R16-M0-N00,R26-M0-N00,R14-M0-N09,R16-M0-N09,R17-M0-N10,R16-M0-N10
R16-M0-N09,R1E-M0-N13,R16-M0-N13,R16-M0-N01,R26-M0-N01,R16-M0-N08,R12-M0-N08,R17-M0-N11,R16-M0-N11
R16-M0-N10,R1E-M0-N14,R16-M0-N14,R16-M0-N02,R26-M0-N02,R14-M0-N11,R16-M0-N11,R16-M0-N08,R16-M1-N08
R16-M0-N11,R1E-M0-N15,R16-M0-N15,R16-M0-N03,R26-M0-N03,R16-M0-N10,R12-M0-N10,R16-M0-N09,R16-M1-N09
R16-M0-N12,R16-M0-N08,R1E-M0-N08,R16-M0-N04,R26-M0-N04,R14-M0-N13,R16-M0-N13,R17-M0-N14,R16-M0-N14
R16-M0-N13,R16-M0-N09,R1E-M0-N09,R16-M0-N05,R26-M0-N05,R16-M0-N12,R12-M0-N12,R17-M0-N15,R16-M0-N15
R16-M0-N14,R16-M0-N10,R1E-M0-N10,R16-M0-N06,R26-M0-N06,R14-M0-N15,R16-M0-N15,R16-M0-N12,R16-M1-N12
R16-M0-N15,R16-M0-N11,R1E-M0-N11,R16-M0-N07,R26-M0-N07,R16-M0-N14,R12-M0-N14,R16-M0-N13,R16-M1-N13
R16-M1-N00,R1E-M1-N04,R16-M1-N04,R06-M1-N08,R16-M1-N08,R14-M1-N01,R16-M1-N01,R16-M0-N02,R16-M1-N02
R16-M1-N01,R1E-M1-N05,R16-M1-N05,R06-M1-N09,R16-M1-N09,R16-M1-N00,R12-M1-N00,R16-M0-N03,R16-M1-N03
R16-M1-N02,R1E-M1-N06,R16-M1-N06,R06-M1-N10,R16-M1-N10,R14-M1-N03,R16-M1-N03,R16-M1-N00,R17-M1-N00
R16-M1-N03,R1E-M1-N07,R16-M1-N07,R06-M1-N11,R16-M1-N11,R16-M1-N02,R12-M1-N02,R16-M1-N01,R17-M1-N01
R16-M1-N04,R16-M1-N00,R1E-M1-N00,R06-M1-N12,R16-M1-N12,R14-M1-N05,R16-M1-N05,R16-M0-N06,R16-M1-N06
R16-M1-N05,R16-M1-N01,R1E-M1-N01,R06-M1-N13,R16-M1-N13,R16-M1-N04,R12-M1-N04,R16-M0-N07,R16-M1-N07
R16-M1-N06,R16-M1-N02,R1E-M1-N02,R06-M1-N14,R16-M1-N14,R14-M1-N07,R16-M1-N07,R16-M1-N04,R17-M1-N04
R16-M1-N07,R16-M1-N03,R1E-M1-N03,R06-M1-N15,R16-M1-N15,R16-M1-N06,R12-M1-N06,R16-M1-N05,R17-M1-N05
R16-M1-N08,R1E-M1-N12,R16-M1-N12,R16-M1-N00,R26-M1-N00,R14-M1-N09,R16-M1-N09,R16-M0-N10,R16-M1-N10
R16-M1-N09,R1E-M1-N13,R16-M1-N13,R16-M1-N01,R26-M1-N01,R16-M1-N08,R12-M1-N08,R16-M0-N11,R16-M1-N11
R16-M1-N10,R1E-M1-N14,R16-M1-N14,R16-M1-N02,R26-M1-N02,R14-M1-N11,R16-M1-N11,R16-M1-N08,R17-M1-N08
R16-M1-N11,R1E-M1-N15,R16-M1-N15,R16-M1-N03,R26-M1-N03,R16-M1-N10,R12-M1-N10,R16-M1-N09,R17-M1-N09
R16-M1-N12,R16-M1-N08,R1E-M1-N08,R16-M1-N04,R26-M1-N04,R14-M1-N13,R16-M1-N13,R16-M0-N14,R16-M1-N14
R16-M1-N13,R16-M1-N09,R1E-M1-N09,R16-M1-N05,R26-M1-N05,R16-M1-N12,R12-M1-N12,R16-M0-N15,R16-M1-N15
R16-M1-N14,R16-M1-N10,R1E-M1-N10,R16-M1-N06,R26-M1-N06,R14-M1-N15,R16-M1-N15,R16-M1-N12,R17-M1-N12
R16-M1-N15,R16-M1-N11,R1E-M1-N11,R16-M1-N07,R26-M1-N07,R16-M1-N14,R12-M1-N14,R16-M1-N13,R17-M1-N13
R17-M0-N00,R1F-M0-N04,R17-M0-N04,R07-M0-N08,R17-M0-N08,R15-M0-N01,R17-M0-N01,R17-M1-N02,R17-M0-N02
R17-M0-N01,R1F-M0-N05,R17-M0-N05,R07-M0-N09,R17-M0-N09,R17-M0-N00,R13-M0-N00,R17-M1-N03,R17-M0-N03
R17-M0-N02,R1F-M0-N06,R17-M0-N06,R07-M0-N10,R17-M0-N10,R15-M0-N03,R17-M0-N03,R17-M0-N00,R16-M0-N00
R17-M0-N03,R1F-M0-N07,R17-M0-N07,R07-M0-N11,R17-M0-N11,R17-M0-N02,R13-M0-N02,R17-M0-N01,R16-M0-N01
R17-M0-N04,R17-M0-N00,R1F-M0-N00,R07-M0-N12,R17-M0-N12,R15-M0-N05,R17-M0-N05,R17-M1-N06,R17-M0-N06
R17-M0-N05,R17-M0-N01,R1F-M0-N01,R07-M0-N13,R17-M0-N13,R17-M0-N04,R13-M0-N04,R17-M1-N07,R17-M0-N07
R17-M0-N06,R17-M0-N02,R1F-M0-N02,R07-M0-N14,R17-M0-N14,R15-M0-N07,R17-M0-N07,R17-M0-N04,R16-M0-N04
R17-M0-N07,R17-M0-N03,R1F-M0-N03,R07-M0-N15,R17-M0-N15,R17-M0-N06,R13-M0-N06,R17-M0-N05,R16-M0-N05
R17-M0-N08,R1F-M0-N12,R17-M0-N12,R17-M0-N00,R27-M0-N00,R15-M0-N09,R17-M0-N09,R17-M1-N10,R17-M0-N10
R17-M0-N09,R1F-M0-N13,R17-M0-N13,R17-M0-N01,R27-M0-N01,R17-M0-N08,R13-M0-N08,R17-M1-N11,R17-M0-N11
R17-M0-N10,R1F-M0-N14,R17-M0-N14,R17-M0-N02,R27-M0-N02,R15-M0-N11,R17-M0-N11,R17-M0-N08,R16-M0-N08
R17-M0-N11,R1F-M0-N15,R17-M0-N15,R17-M0-N03,R27-M0-N03,R17-M0-N10,R13-M0-N10,R17-M0-N09,R16-M0-N09
R17-M0-N12,R17-M0-N08,R1F-M0-N08,R17-M0-N04,R27-M0-N04,R15-M0-N13,R17-M0-N13,R17-M1-N14,R17-M0-N14
R17-M0-N13,R17-M0-N09,R1F-M0-N09,R17-M0-N05,R27-M0-N05,R17-M0-N12,R13-M0-N12,R17-M1-N15,R17-M0-N15
R17-M0-N14,R17-M0-N10,R1F-M0-N10,R17-M0-N06,R27-M0-N06,R15-M0-N15,R17-M0-N15,R17-M0-N12,R16-M0-N12
R17-M0-N15,R17-M0-N11,R1F-M0-N11,R17-M0-N07,R27-M0-N07,R17-M0-N14,R13-M0-N14,R17-M0-N13,R16-M0-N13
R17-M1-N00,R1F-M1-N04,R17-M1-N04,R07-M1-N08,R17-M1-N08,R15-M1-N01,R17-M1-N01,R16-M1-N02,R17-M1-N02
R17-M1-N01,R1F-M1-N05,R17-M1-N05,R07-M1-N09,R17-M1-N09,R17-M1-N00,R13-M1-N00,R16-M1-N03,R17-M1-N03
R17-M1-N02,R1F-M1-N06,R17-M1-N06,R07-M1-N10,R17-M1-N10,R15-M1-N03,R17-M1-N03,R17-M1-N00,R17-M0-N00
R17-M1-N03,R1F-M1-N07,R17-M1-N07,R07-M1-N11,R17-M1-N11,R17-M1-N02,R13-M1-N02,R17-M1-N01,R17-M0-N01
R17-M1-N04,R17-M1-N00,R1F-M1-N00,R07-M1-N12,R17-M1-N12,R15-M1-N05,R17-M1-N05,R16-M1-N06,R17-M1-N06
R17-M1-N05,R17-M1-N01,R1F-M1-N01,R07-M1-N13,R17-M1-N13,R17-M1-N04,R13-M1-N04,R16-M1-N07,R17-M1-N07
R17-M1-N06,R17-M1-N02,R1F-M1-N02,R07-M1-N14,R17-M1-N14,R15-M1-N07,R17-M1-N07,R17-M1-N04,R17-M0-N04
R17-M1-N07,R17-M1-N03,R1F-M1-N03,R07-M1-N15,R17-M1-N15,R17-M1-N06,R13-M1-N06,R17-M1-N05,R17-M0-N05
R17-M1-N08,R1F-M1-N12,R17-M1-N12,R17-M1-N00,R27-M1-N00,R15-M1-N09,R17-M1-N09,R16-M1-N10,R17-M1-N10
R17-M1-N09,R1F-M1-N13,R17-M1-N13,R17-M1-N01,R27-M1-N01,R17-M1-N08,R13-M1-N08,R16-M1-N11,R17-M1-N11
R17-M1-N10,R1F-M1-N14,R17-M1-N14,R17-M1-N02,R27-M1-N02,R15-M1-N11,R17-M1-N11,R17-M1-N08,R17-M0-N08
R17-M1-N11,R1F-M1-N15,R17-M1-N15,R17-M1-N03,R27-M1-N03,R17-M1-N10,R13-M1-N10,R17-M1-N09,R17-M0-N09
R17-M1-N12,R17-M1-N08,R1F-M1-N08,R17-M1-N04,R27-M1-N04,R15-M1-N13,R17-M1-N13,R16-M1-N14,R17-M1-N14
R17-M1-N13,R17-M1-N09,R1F-M1-N09,R17-M1-N05,R27-M1-N05,R17-M1-N12,R13-M1-N12,R16-M1-N15,R17-M1-N15
R17-M1-N14,R17-M1-N10,R1F-M1-N10,R17-M1-N06,R27-M1-N06,R15-M1-N15,R17-M1-N15,R17-M1-N12,R17-M0-N12
R17-M1-N15,R17-M1-N11,R1F-M1-N11,R17-M1-N07,R27-M1-N07,R17-M1-N14,R13-M1-N14,R17-M1-N13,R17-M0-N13
R18-M0-N00,R10-M0-N04,R18-M0-N04,R08-M0-N08,R18-M0-N08,R1A-M0-N01,R18-M0-N01,R19-M0-N02,R18-M0-N02
R18-M0-N01,R10-M0-N05,R18-M0-N05,R08-M0-N09,R18-M0-N09,R18-M0-N00,R1C-M0-N00,R19-M0-N03,R18-M0-N03
R18-M0-N02,R10-M0-N06,R18-M0-N06,R08-M0-N10,R18-M0-N10,R1A-M0-N03,R18-M0-N03,R18-M0-N00,R18-M1-N00
R18-M0-N03,R10-M0-N07,R18-M0-N07,R08-M0-N11,R18-M0-N11,R18-M0-N02,R1C-M0-N02,R18-M0-N01,R18-M1-N01
R18-M0-N04,R18-M0-N00,R10-M0-N00,R08-M0-N12,R18-M0-N12,R1A-M0-N05,R18-M0-N05,R19-M0-N06,R18-M0-N06
R18-M0-N05,R18-M0-N01,R10-M0-N01,R08-M0-N13,R18-M0-N13,R18-M0-N04,R1C-M0-N04,R19-M0-N07,R18-M0-N07
R18-M0-N06,R18-M0-N02,R10-M0-N02,R08-M0-N14,R18-M0-N14,R1A-M0-N07,R18-M0-N07,R18-M0-N04,R18-M1-N04
R18-M0-N07,R18-M0-N03,R10-M0-N03,R08-M0-N15,R18-M0-N15,R18-M0-N06,R1C-M0-N06,R18-M0-N05,R18-M1-N05
R18-M0-N08,R10-M0-N12,R18-M0-N12,R18-M0-N00,R28-M0-N00,R1A-M0-N09,R18-M0-N09,R19-M0-N10,R18-M0-N10
R18-M0-N09,R10-M0-N13,R18-M0-N13,R18-M0-N01,R28-M0-N01,R18-M0-N08,R1C-M0-N08,R19-M0-N11,R18-M0-N11
R18-M0-N10,R10-M0-N14,R18-M0-N14,R18-M0-N02,R28-M0-N02,R1A-M0-N11,R18-M0-N11,R18-M0-N08,R18-M1-N08
R18-M0-N11,R10-M0-N15,R18-M0-N15,R18-M0-N03,R28-M0-N03,R18-M0-N10,R1C-M0-N10,R18-M0-N09,R18-M1-N09
R18-M0-N12,R18-M0-N08,R10-M0-N08,R18-M0-N04,R28-M0-N04,R1A-M0-N13,R18-M0-N13,R19-M0-N14,R18-M0-N14
R18-M0-N13,R18-M0-N09,R10-M0-N09,R18-M0-N05,R28-M0-N05,R18-M0-N12,R1C-M0-N12,R19-M0-N15,R18-M0-N15
R18-M0-N14,R18-M0-N10,R10-M0-N10,R18-M0-N06,R28-M0-N06,R1A-M0-N15,R18-M0-N15,R18-M0-N12,R18-M1-N12
R18-M0-N15,R18-M0-N11,R10-M0-N11,R18-M0-N07,R28-M0-N07,R18-M0-N14,R1C-M0-N14,R18-M0-N13,R18-M1-N13
R18-M1-N00,R10-M1-N04,R18-M1-N04,R08-M1-N08,R18-M1-N08,R1A-M1-N01,R18-M1-N01,R18-M0-N02,R18-M1-N02
R18-M1-N01,R10-M1-N05,R18-M1-N05,R08-M1-N09,R18-M1-N09,R18-M1-N00,R1C-M1-N00,R18-M0-N03,R18-M1-N03
R18-M1-N02,R10-M1-N06,R18-M1-N06,R08-M1-N10,R18-M1-N10,R1A-M1-N03,R18-M1-N03,R18-M1-N00,R19-M1-N00
R18-M1-N03,R10-M1-N07,R18-M1-N07,R08-M1-N11,R18-M1-N11,R18-M1-N02,R1C-M1-N02,R18-M1-N01,R19-M1-N01
R18-M1-N04,R18-M1-N00,R10-M1-N00,R08-M1-N12,R18-M1-N12,R1A-M1-N05,R18-M1-N05,R18-M0-N06,R18-M1-N06
R18-M1-N05,R18-M1-N01,R10-M1-N01,R08-M1-N13,R18-M1-N13,R18-M1-N04,R1C-M1-N04,R18-M0-N07,R18-M1-N07
R18-M1-N06,R18-M1-N02,R10-M1-N02,R08-M1-N14,R18-M1-N14,R1A-M1-N07,R18-M1-N07,R18-M1-N04,R19-M1-N04
R18-M1-N07,R18-M1-N03,R10-M1-N03,R08-M1-N15,R18-M1-N15,R18-M1-N06,R1C-M1-N06,R18-M1-N05,R19-M1-N05
R18-M1-N08,R10-M1-N12,R18-M1-N12,R18-M1-N00,R28-M1-N00,R1A-M1-N09,R18-M1-N09,R18-M0-N10,R18-M1-N10
R18-M1-N09,R10-M1-N13,R18-M1-N13,R18-M1-N01,R28-M1-N01,R18-M1-N08,R1C-M1-N08,R18-M0-N11,R18-M1-N11
R18-M1-N10,R10-M1-N14,R18-M1-N14,R18-M1-N02,R28-M1-N02,R1A-M1-N11,R18-M1-N11,R18-M1-N08,R19-M1-N08
R18-M1-N11,R10-M1-N15,R18-M1-N15,R18-M1-N03,R28-M1-N03,R18-M1-N10,R1C-M1-N10,R18-M1-N09,R19-M1-N09
R18-M1-N12,R18-M1-N08,R10-M1-N08,R18-M1-N04,R28-M1-N04,R1A-M1-N13,R18-M1-N13,R18-M0-N14,R18-M1-N14
R18-M1-N13,R18-M1-N09,R10-M1-N09,R18-M1-N05,R28-M1-N05,R18-M1-N12,R1C-M1-N12,R18-M0-N15,R18-M1-N15
R18-M1-N14,R18-M1-N10,R10-M1-N10,R18-M1-N06,R28-M1-N06,R1A-M1-N15,R18-M1-N15,R18-M1-N12,R19-M1-N12
R18-M1-N15,R18-M1-N11,R10-M1-N11,R18-M1-N07,R28-M1-N07,R18-M1-N14,R1C-M1-N14,R18-M1-N13,R19-M1-N13
R19-M0-N00,R11-M0-N04,R19-M0-N04,R09-M0-N08,R19-M0-N08,R1B-M0-N01,R19-M0-N01,R19-M1-N02,R19-M0-N02
R19-M0-N01,R11-M0-N05,R19-M0-N05,R09-M0-N09,R19-M0-N09,R19-M0-N00,R1D-M0-N00,R19-M1-N03,R19-M0-N03
R19-M0-N02,R11-M0-N06,R19-M0-N06,R09-M0-N10,R19-M0-N10,R1B-M0-N03,R19-M0-N03,R19-M0-N00,R18-M0-N00
R19-M0-N03,R11-M0-N07,R19-M0-N07,R09-M0-N11,R19-M0-N11,R19-M0-N02,R1D-M0-N02,R19-M0-N01,R18-M0-N01
R19-M0-N04,R19-M0-N00,R11-M0-N00,R09-M0-N12,R19-M0-N12,R1B-M0-N05,R19-M0-N05,R19-M1-N06,R19-M0-N06
R19-M0-N05,R19-M0-N01,R11-M0-N01,R09-M0-N13,R19-M0-N13,R19-M0-N04,R1D-M0-N04,R19-M1-N07,R19-M0-N07
R19-M0-N06,R19-M0-N02,R11-M0-N02,R09-M0-N14,R19-M0-N14,R1B-M0-N07,R19-M0-N07,R19-M0-N04,R18-M0-N04
R19-M0-N07,R19-M0-N03,R11-M0-N03,R09-M0-N15,R19-M0-N15,R19-M0-N06,R1D-M0-N06,R19-M0-N05,R18-M0-N05
R19-M0-N08,R11-M0-N12,R19-M0-N12,R19-M0-N00,R29-M0-N00,R1B-M0-N09,R19-M0-N09,R19-M1-N10,R19-M0-N10
R19-M0-N09,R11-M0-N13,R19-M0-N13,R19-M0-N01,R29-M0-N01,R19-M0-N08,R1D-M0-N08,R19-M1-N11,R19-M0-N11
R19-M0-N10,R11-M0-N14,R19-M0-N14,R19-M0-N02,R29-M0-N02,R1B-M0-N11,R19-M0-N11,R19-M0-N08,R18-M0-N08
R19-M0-N11,R11-M0-N15,R19-M0-N15,R19-M0-N03,R29-M0-N03,R19-M0-N10,R1D-M0-N10,R19-M0-N09,R18-M0-N09
R19-M0-N12,R19-M0-N08,R11-M0-N08,R19-M0-N04,R29-M0-N04,R1B-M0-N13,R19-M0-N13,R19-M1-N14,R19-M0-N14
R19-M0-N13,R19-M0-N09,R11-M0-N09,R19-M0-N05,R29-M0-N05,R19-M0-N12,R1D-M0-N12,R19-M1-N15,R19-M0-N15
R19-M0-N14,R19-M0-N10,R11-M0-N10,R19-M0-N06,R29-M0-N06,R1B-M0-N15,R19-M0-N15,R19-M0-N12,R18-M0-N12
R19-M0-N15,R19-M0-N11,R11-M0-N11,R19-M0-N07,R29-M0-N07,R19-M0-N14,R1D-M0-N14,R19-M0-N13,R18-M0-N13
R19-M1-N00,R11-M1-N04,R19-M1-N04,R09-M1-N08,R19-M1-N08,R1B-M1-N01,R19-M1-N01,R18-M1-N02,R19-M1-N02
R19-M1-N01,R11-M1-N05,R19-M1-N05,R09-M1-N09,R19-M1-N09,R19-M1-N00,R1D-M1-N00,R18-M1-N03,R19-M1-N03
R19-M1-N02,R11-M1-N06,R19-M1-N06,R09-M1-N10,R19-M1-N10,R1B-M1-N03,R19-M1-N03,R19-M1-N00,R19-M0-N00
R19-M1-N03,R11-M1-N07,R19-M1-N07,R09-M1-N11,R19-M1-N11,R19-M1-N02,R1D-M1-N02,R19-M1-N01,R19-M0-N01
R19-M1-N04,R19-M1-N00,R11-M1-N00,R09-M1-N12,R19-M1-N12,R1B-M1-N05,R19-M1-N05,R18-M1-N06,R19-M1-N06
R19-M1-N05,R19-M1-N01,R11-M1-N01,R09-M1-N13,R19-M1-N13,R19-M1-N04,R1D-M1-N04,R18-M1-N07,R19-M1-N07
R19-M1-N06,R19-M1-N02,R11-M1-N02,R09-M1-N14,R19-M1-N14,R1B-M1-N07,R19-M1-N07,R19-M1-N04,R19-M0-N04
R19-M1-N07,R19-M1-N03,R11-M1-N03,R09-M1-N15,R19-M1-N15,R19-M1-N06,R1D-M1-N06,R19-M1-N05,R19-M0-N05
R19-M1-N08,R11-M1-N12,R19-M1-N12,R19-M1-N00,R29-M1-N00,R1B-M1-N09,R19-M1-N09,R18-M1-N10,R19-M1-N10
R19-M1-N09,R11-M1-N13,R19-M1-N13,R19-M1-N01,R29-M1-N01,R19-M1-N08,R1D-M1-N08,R18-M1-N11,R19-M1-N11
R19-M1-N10,R11-M1-N14,R19-M1-N14,R19-M1-N02,R29-M1-N02,R1B-M1-N11,R19-M1-N11,R19-M1-N08,R19-M0-N08
R19-M1-N11,R11-M1-N15,R19-M1-N15,R19-M1-N03,R29-M1-N03,R19-M1-N10,R1D-M1-N10,R19-M1-N09,R19-M0-N09
R19-M1-N12,R19-M1-N08,R11-M1-N08,R19-M1-N04,R29-M1-N04,R1B-M1-N13,R19-M1-N13,R18-M1-N14,R19-M1-N14
R19-M1-N13,R19-M1-N09,R11-M1-N09,R19-M1-N05,R29-M1-N05,R19-M1-N12,R1D-M1-N12,R18-M1-N15,R19-M1-N15
R19-M1-N14,R19-M1-N10,R11-M1-N10,R19-M1-N06,R29-M1-N06,R1B-M1-N15,R19-M1-N15,R19-M1-N12,R19-M0-N12
R19-M1-N15,R19-M1-N11,R11-M1-N11,R19-M1-N07,R29-M1-N07,R19-M1-N14,R1D-M1-N14,R19-M1-N13,R19-M0-N13
R1A-M0-N00,R12-M0-N04,R1A-M0-N04,R0A-M0-N08,R1A-M0-N08,R1E-M0-N01,R1A-M0-N01,R1B-M0-N02,R1A-M0-N02
R1A-M0-N01,R12-M0-N05,R1A-M0-N05,R0A-M0-N09,R1A-M0-N09,R1A-M0-N00,R18-M0-N00,R1B-M0-N03,R1A-M0-N03
R1A-M0-N02,R12-M0-N06,R1A-M0-N06,R0A-M0-N10,R1A-M0-N10,R1E-M0-N03,R1A-M0-N03,R1A-M0-N00,R1A-M1-N00
